Perturbation	Phylum	Class	Order	Family	Genus	Num	Increase	Decrease	Increase2	Decrease2	pVal	Stat
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	-	5	4	1	80	20	0.375	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	-	10	5	5	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	-	3	3	0	100	0	0.25	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	-	11	4	7	36.3636363636364	63.6363636363636	0.548828125	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	-	8	4	4	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	-	2	0	2	0	100	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	-	7	1	6	14.2857142857143	85.7142857142857	0.125	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	unidentified	-	4	2	2	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	-	20	15	5	75	25	0.0413894653320313	Increase
CO2	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	-	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Fodinicurvataceae	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	-	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	-	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	-	19	9	10	47.3684210526316	52.6315789473684	1	-
CO2	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	-	10	6	4	60	40	0.75390625	-
CO2	Proteobacteria	Alphaproteobacteria	uncultured	unculturedbacterium	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	uncultured	unculturedStellasp.	-	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	uncultured	unidentified	-	3	2	1	66.6666666666667	33.3333333333333	1	-
CO2	Proteobacteria	Alphaproteobacteria	unidentified	unidentified	-	11	8	3	72.7272727272727	27.2727272727273	0.2265625	-
CO2	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	unidentified	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	3	1	2	33.3333333333333	66.6666666666667	1	-
CO2	Proteobacteria	Alphaproteobacteria	Azospirillales	uncultured	unculturedbacterium	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	2	0	2	0	100	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	3	2	1	66.6666666666667	33.3333333333333	1	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unidentified	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	5	3	2	60	40	1	-
CO2	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	5	4	1	80	20	0.375	-
CO2	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	Ambiguous_taxa	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unculturedalphaproteobacterium	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unidentified	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	4	4	0	100	0	0.125	-
CO2	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	CandidatusParacaedibacter	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	5	4	1	80	20	0.375	-
CO2	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	uncultured	3	3	0	100	0	0.25	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	unculturedbacterium	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ambiguous_taxa	Ambiguous_taxa	3	2	1	66.6666666666667	33.3333333333333	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaIcluster	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	FFCH5858	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	5	3	2	60	40	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	8	3	5	37.5	62.5	0.7265625	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	Ambiguous_taxa	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	unculturedbacterium	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Ambiguous_taxa	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	3	2	1	66.6666666666667	33.3333333333333	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unidentified	4	1	3	25	75	0.625	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	Bauldia	4	1	3	25	75	0.625	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	Nordella	4	3	1	75	25	0.625	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	2	0	2	0	100	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unculturedbacterium	2	0	2	0	100	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unculturedproteobacterium	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unidentified	4	1	3	25	75	0.625	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	unidentified	unidentified	4	2	2	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	3	3	0	100	0	0.25	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unidentified	13	9	4	69.2307692307692	30.7692307692308	0.266845703125	-
CO2	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unidentified	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	2	1	1	50	50	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	unculturedRhodospirillaceaebacterium	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Fodinicurvataceae	uncultured	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	metagenome	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	3	0	3	0	100	0.25	-
CO2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	8	3	5	37.5	62.5	0.7265625	-
CO2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unidentified	4	3	1	75	25	0.625	-
CO2	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	CandidatusAlysiosphaera	5	2	3	40	60	1	-
CO2	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	5	4	1	80	20	0.375	-
CO2	Proteobacteria	Alphaproteobacteria	uncultured	unculturedbacterium	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Alphaproteobacteria	uncultured	unculturedStellasp.	unidentified	1	0	1	0	100	1	-
CO2	Proteobacteria	Alphaproteobacteria	uncultured	unidentified	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
CO2	Proteobacteria	Alphaproteobacteria	unidentified	unidentified	unidentified	11	8	3	72.7272727272727	27.2727272727273	0.2265625	-
CO2	Proteobacteria	Deltaproteobacteria	-	-	-	126	78	48	61.9047619047619	38.0952380952381	0.00950316503290219	Increase
CO2	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	-	-	5	3	2	60	40	1	-
CO2	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	-	-	7	4	3	57.1428571428571	42.8571428571429	1	-
CO2	Proteobacteria	Deltaproteobacteria	Desulfarculales	-	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	-	-	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	-	-	93	59	34	63.4408602150538	36.5591397849462	0.0124006027979376	Increase
CO2	Proteobacteria	Deltaproteobacteria	NB1-j	-	-	4	2	2	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Oligoflexales	-	-	4	2	2	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	-	-	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Deltaproteobacteria	unidentified	-	-	7	3	4	42.8571428571429	57.1428571428571	1	-
CO2	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	-	4	2	2	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	unculturedbacterium	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	-	7	4	3	57.1428571428571	42.8571428571429	1	-
CO2	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	-	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	-	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	-	19	15	4	78.9473684210526	21.0526315789474	0.0192108154296875	Increase
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	-	24	16	8	66.6666666666667	33.3333333333333	0.151589632034302	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	-	7	5	2	71.4285714285714	28.5714285714286	0.453125	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	-	3	3	0	100	0	0.25	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	-	4	3	1	75	25	0.625	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	-	13	5	8	38.4615384615385	61.5384615384615	0.5810546875	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	-	8	6	2	75	25	0.2890625	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	unidentified	-	5	2	3	40	60	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	-	1	0	1	0	100	1	-
CO2	Proteobacteria	Deltaproteobacteria	NB1-j	Ambiguous_taxa	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	NB1-j	unculturedbacterium	-	1	0	1	0	100	1	-
CO2	Proteobacteria	Deltaproteobacteria	NB1-j	unidentified	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	-	3	1	2	33.3333333333333	66.6666666666667	1	-
CO2	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	-	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Deltaproteobacteria	unidentified	unidentified	-	7	3	4	42.8571428571429	57.1428571428571	1	-
CO2	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	4	2	2	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	unculturedbacterium	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	5	3	2	60	40	1	-
CO2	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27clade	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	metagenome	2	0	2	0	100	0.5	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unculturedbacterium	3	1	2	33.3333333333333	66.6666666666667	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	Ambiguous_taxa	5	4	1	80	20	0.375	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	unculturedbacterium	4	4	0	100	0	0.125	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	unidentified	9	6	3	66.6666666666667	33.3333333333333	0.5078125	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	24	16	8	66.6666666666667	33.3333333333333	0.151589632034302	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Ambiguous_taxa	1	0	1	0	100	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	4	3	1	75	25	0.625	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	uncultured	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	metagenome	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	unculturedbacterium	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	4	3	1	75	25	0.625	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	6	3	3	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	uncultured	1	0	1	0	100	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	unidentified	3	0	3	0	100	0.25	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	7	5	2	71.4285714285714	28.5714285714286	0.453125	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	Ambiguous_taxa	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	unculturedbacterium	1	0	1	0	100	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	unidentified	unidentified	5	2	3	40	60	1	-
CO2	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter	1	0	1	0	100	1	-
CO2	Proteobacteria	Deltaproteobacteria	NB1-j	Ambiguous_taxa	unidentified	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	NB1-j	unculturedbacterium	unidentified	1	0	1	0	100	1	-
CO2	Proteobacteria	Deltaproteobacteria	NB1-j	unidentified	unidentified	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	Ambiguous_taxa	1	0	1	0	100	1	-
CO2	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	unidentified	2	1	1	50	50	1	-
CO2	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	1	1	0	100	0	1	-
CO2	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	uncultured	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Deltaproteobacteria	unidentified	unidentified	unidentified	7	3	4	42.8571428571429	57.1428571428571	1	-
CO2	Proteobacteria	Gammaproteobacteria	-	-	-	113	73	40	64.6017699115044	35.3982300884956	0.00245581110318504	Increase
CO2	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	-	-	1	0	1	0	100	1	-
CO2	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	-	-	58	39	19	67.2413793103448	32.7586206896552	0.0119281397157632	Increase
CO2	Proteobacteria	Gammaproteobacteria	CCD24	-	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Gammaproteobacteria	Cellvibrionales	-	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	-	-	1	0	1	0	100	1	-
CO2	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	-	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	-	-	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
CO2	Proteobacteria	Gammaproteobacteria	Legionellales	-	-	1	1	0	100	0	1	-
CO2	Proteobacteria	Gammaproteobacteria	Oceanospirillales	-	-	2	2	0	100	0	0.5	-
CO2	Proteobacteria	Gammaproteobacteria	PLTA13	-	-	3	2	1	66.6666666666667	33.3333333333333	1	-
CO2	Proteobacteria	Gammaproteobacteria	Pseudomonadales	-	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Gammaproteobacteria	R7C24	-	-	3	3	0	100	0	0.25	-
CO2	Proteobacteria	Gammaproteobacteria	Salinisphaerales	-	-	2	1	1	50	50	1	-
CO2	Proteobacteria	Gammaproteobacteria	Steroidobacterales	-	-	8	4	4	50	50	1	-
CO2	Proteobacteria	Gammaproteobacteria	unidentified	-	-	4	1	3	25	75	0.625	-
CO2	Proteobacteria	Gammaproteobacteria	Xanthomonadales	-	-	18	14	4	77.7777777777778	22.2222222222222	0.0308837890625	Increase
