Perturbation	Phylum	Class	Order	Family	Genus	Num	Increase	Decrease	Increase2	Decrease2	pVal	Stat
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	-	29	10	19	34.4827586206897	65.5172413793103	0.136045947670937	-
warming	Proteobacteria	Alphaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	-	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	-	3	0	3	0	100	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	-	3	3	0	100	0	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Azospirillales	uncultured	-	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	-	20	13	7	65	35	0.263175964355469	-
warming	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	-	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	-	3	3	0	100	0	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	-	39	17	22	43.5897435897436	56.4102564102564	0.522397380496841	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	unidentified	-	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	-	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	-	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	-	8	7	1	87.5	12.5	0.0703125	-
warming	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	-	6	6	0	100	0	0.03125	Increase
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	-	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ambiguous_taxa	-	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	-	16	8	8	50	50	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	-	5	1	4	20	80	0.375	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	-	7	5	2	71.4285714285714	28.5714285714286	0.453125	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	-	2	1	1	50	50	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	-	2	1	1	50	50	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	-	2	1	1	50	50	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	-	7	7	0	100	0	0.015625	Increase
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	-	4	3	1	75	25	0.625	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	-	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	-	5	3	2	60	40	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	unidentified	-	7	4	3	57.1428571428571	42.8571428571429	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	-	20	13	7	65	35	0.263175964355469	-
warming	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	-	3	0	3	0	100	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	-	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	-	3	3	0	100	0	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	-	7	6	1	85.7142857142857	14.2857142857143	0.125	-
warming	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	-	10	6	4	60	40	0.75390625	-
warming	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	-	5	0	5	0	100	0.0625	-
warming	Proteobacteria	Alphaproteobacteria	uncultured	unculturedbacterium	-	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	uncultured	unculturedStellasp.	-	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	uncultured	unidentified	-	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	unidentified	unidentified	-	10	6	4	60	40	0.75390625	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	7	4	3	57.1428571428571	42.8571428571429	1	-
warming	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	unidentified	15	3	12	20	80	0.03515625	Decrease
warming	Proteobacteria	Alphaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	3	0	3	0	100	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	3	3	0	100	0	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Azospirillales	uncultured	unculturedbacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	2	0	2	0	100	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	5	4	1	80	20	0.375	-
warming	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	8	4	4	50	50	1	-
warming	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unidentified	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Aliidongia	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	uncultured	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	Ambiguous_taxa	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unculturedalphaproteobacterium	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unculturedbacterium	9	6	3	66.6666666666667	33.3333333333333	0.5078125	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unculturedforestsoilbacterium	2	1	1	50	50	1	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unidentified	26	9	17	34.6153846153846	65.3846153846154	0.168637543916702	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	unidentified	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	6	5	1	83.3333333333333	16.6666666666667	0.21875	-
warming	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	unidentified	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	5	5	0	100	0	0.0625	-
warming	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	uncultured	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	unculturedbacterium	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ambiguous_taxa	Ambiguous_taxa	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaIcluster	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	3	0	3	0	100	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	2	0	2	0	100	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unidentified	6	4	2	66.6666666666667	33.3333333333333	0.6875	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	2	0	2	0	100	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	5	3	2	60	40	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	unculturedbacterium	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	2	1	1	50	50	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Ambiguous_taxa	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	Bauldia	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	Nordella	2	1	1	50	50	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	Ambiguous_taxa	2	0	2	0	100	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unculturedbacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unculturedHyphomicrobiaceaebacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	unidentified	unidentified	7	4	3	57.1428571428571	42.8571428571429	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	3	3	0	100	0	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unidentified	13	6	7	46.1538461538462	53.8461538461538	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	2	0	2	0	100	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unidentified	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	unculturedproteobacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	unculturedRhodospirillaceaebacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	metagenome	3	3	0	100	0	0.25	-
warming	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	unidentified	4	3	1	75	25	0.625	-
warming	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	2	0	2	0	100	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	2	2	0	100	0	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	4	3	1	75	25	0.625	-
warming	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	CandidatusAlysiosphaera	2	0	2	0	100	0.5	-
warming	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	3	0	3	0	100	0.25	-
warming	Proteobacteria	Alphaproteobacteria	uncultured	unculturedbacterium	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Alphaproteobacteria	uncultured	unculturedStellasp.	unidentified	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	uncultured	unidentified	unidentified	1	0	1	0	100	1	-
warming	Proteobacteria	Alphaproteobacteria	unidentified	unidentified	unidentified	10	6	4	60	40	0.75390625	-
warming	Proteobacteria	Deltaproteobacteria	-	-	-	134	75	59	55.9701492537313	44.0298507462687	0.194856659507075	-
warming	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	-	-	4	2	2	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	-	-	13	9	4	69.2307692307692	30.7692307692308	0.266845703125	-
warming	Proteobacteria	Deltaproteobacteria	Desulfarculales	-	-	4	3	1	75	25	0.625	-
warming	Proteobacteria	Deltaproteobacteria	MBNT15	-	-	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	-	-	75	40	35	53.3333333333333	46.6666666666667	0.644463913894228	-
warming	Proteobacteria	Deltaproteobacteria	NB1-j	-	-	7	3	4	42.8571428571429	57.1428571428571	1	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	-	-	20	13	7	65	35	0.263175964355469	-
warming	Proteobacteria	Deltaproteobacteria	RCP2-54	-	-	5	1	4	20	80	0.375	-
warming	Proteobacteria	Deltaproteobacteria	unidentified	-	-	5	3	2	60	40	1	-
warming	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	-	4	2	2	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	-	13	9	4	69.2307692307692	30.7692307692308	0.266845703125	-
warming	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	-	4	3	1	75	25	0.625	-
warming	Proteobacteria	Deltaproteobacteria	MBNT15	unidentified	-	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	-	4	2	2	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	-	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	-	8	5	3	62.5	37.5	0.7265625	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	-	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	-	14	10	4	71.4285714285714	28.5714285714286	0.1795654296875	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	-	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	-	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	-	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	-	2	2	0	100	0	0.5	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	-	25	13	12	52	48	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	-	2	0	2	0	100	0.5	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	-	3	0	3	0	100	0.25	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	unidentified	-	8	3	5	37.5	62.5	0.7265625	-
warming	Proteobacteria	Deltaproteobacteria	NB1-j	Ambiguous_taxa	-	3	1	2	33.3333333333333	66.6666666666667	1	-
warming	Proteobacteria	Deltaproteobacteria	NB1-j	unidentified	-	4	2	2	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	-	18	12	6	66.6666666666667	33.3333333333333	0.237884521484375	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	-	2	1	1	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	RCP2-54	unculturedbacterium	-	3	1	2	33.3333333333333	66.6666666666667	1	-
warming	Proteobacteria	Deltaproteobacteria	RCP2-54	unidentified	-	2	0	2	0	100	0.5	-
warming	Proteobacteria	Deltaproteobacteria	unidentified	unidentified	-	5	3	2	60	40	1	-
warming	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	unidentified	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	11	8	3	72.7272727272727	27.2727272727273	0.2265625	-
warming	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27clade	2	1	1	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	4	3	1	75	25	0.625	-
warming	Proteobacteria	Deltaproteobacteria	MBNT15	unidentified	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	4	2	2	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	metagenome	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unculturedbacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	Ambiguous_taxa	3	1	2	33.3333333333333	66.6666666666667	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	unculturedbacterium	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	unidentified	4	3	1	75	25	0.625	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	14	10	4	71.4285714285714	28.5714285714286	0.1795654296875	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	unidentified	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	unculturedbacterium	2	1	1	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	unidentified	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	2	2	0	100	0	0.5	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	21	9	12	42.8571428571429	57.1428571428571	0.663623809814453	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	uncultured	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	unidentified	3	3	0	100	0	0.25	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	2	0	2	0	100	0.5	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	Ambiguous_taxa	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	unculturedbacterium	2	0	2	0	100	0.5	-
warming	Proteobacteria	Deltaproteobacteria	Myxococcales	unidentified	unidentified	8	3	5	37.5	62.5	0.7265625	-
warming	Proteobacteria	Deltaproteobacteria	NB1-j	Ambiguous_taxa	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
warming	Proteobacteria	Deltaproteobacteria	NB1-j	unidentified	unidentified	4	2	2	50	50	1	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	Ambiguous_taxa	2	2	0	100	0	0.5	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	bacteriumenrichmentculturecloneauto112_4W	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	metagenome	2	2	0	100	0	0.5	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	unidentified	13	8	5	61.5384615384615	38.4615384615385	0.5810546875	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Silvanigrella	1	0	1	0	100	1	-
warming	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	1	1	0	100	0	1	-
warming	Proteobacteria	Deltaproteobacteria	RCP2-54	unculturedbacterium	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
warming	Proteobacteria	Deltaproteobacteria	RCP2-54	unidentified	unidentified	2	0	2	0	100	0.5	-
warming	Proteobacteria	Deltaproteobacteria	unidentified	unidentified	unidentified	5	3	2	60	40	1	-
warming	Proteobacteria	Gammaproteobacteria	-	-	-	124	71	53	57.258064516129	42.741935483871	0.126510056321856	-
warming	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	-	-	39	19	20	48.7179487179487	51.2820512820513	1	-
warming	Proteobacteria	Gammaproteobacteria	CCD24	-	-	1	1	0	100	0	1	-
warming	Proteobacteria	Gammaproteobacteria	Cellvibrionales	-	-	1	1	0	100	0	1	-
warming	Proteobacteria	Gammaproteobacteria	Coxiellales	-	-	1	0	1	0	100	1	-
warming	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	-	-	18	13	5	72.2222222222222	27.7777777777778	0.09625244140625	-
warming	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	-	-	13	6	7	46.1538461538462	53.8461538461538	1	-
warming	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	-	-	1	0	1	0	100	1	-
warming	Proteobacteria	Gammaproteobacteria	KF-JG30-C25	-	-	2	1	1	50	50	1	-
warming	Proteobacteria	Gammaproteobacteria	Legionellales	-	-	3	2	1	66.6666666666667	33.3333333333333	1	-
warming	Proteobacteria	Gammaproteobacteria	PLTA13	-	-	2	2	0	100	0	0.5	-
