Perturbation	Phylum	Class	Order	Family	Genus	Num	Increase	Decrease	Increase2	Decrease2	pVal	Stat
phosphorous	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	-	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	-	8	6	2	75	25	0.2890625	-
phosphorous	Proteobacteria	Alphaproteobacteria	unidentified	unidentified	-	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	4	1	3	25	75	0.625	-
phosphorous	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	unidentified	9	3	6	33.3333333333333	66.6666666666667	0.5078125	-
phosphorous	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	unidentified	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	3	2	1	66.6666666666667	33.3333333333333	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unidentified	5	2	3	40	60	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	uncultured	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	Ambiguous_taxa	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	metagenome	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unculturedalphaproteobacterium	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unculturedbacterium	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
phosphorous	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unidentified	8	4	4	50	50	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	unculturedbacterium	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	14	9	5	64.2857142857143	35.7142857142857	0.4239501953125	-
phosphorous	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	unidentified	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	CandidatusParacaedibacter	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	5	2	3	40	60	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	unculturedbacterium	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylovirgula	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	Ambiguous_taxa	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	unculturedbacterium	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Ambiguous_taxa	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unidentified	3	3	0	100	0	0.25	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	Bauldia	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	Nordella	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	uncultured	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	2	2	0	100	0	0.5	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	unidentified	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	GAS113	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	2	2	0	100	0	0.5	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	4	3	1	75	25	0.625	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unidentified	8	2	6	25	75	0.2890625	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	uncultured	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	4	4	0	100	0	0.125	-
phosphorous	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unidentified	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Alphaproteobacteria	unidentified	unidentified	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	-	-	-	62	28	34	45.1612903225806	54.8387096774194	0.525773360175652	-
phosphorous	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	-	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	-	-	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Desulfarculales	-	-	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	-	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	MBNT15	-	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	-	-	41	23	18	56.0975609756098	43.9024390243902	0.532709255236115	-
phosphorous	Proteobacteria	Deltaproteobacteria	Oligoflexales	-	-	6	0	6	0	100	0.03125	Decrease
phosphorous	Proteobacteria	Deltaproteobacteria	RCP2-54	-	-	7	1	6	14.2857142857143	85.7142857142857	0.125	-
phosphorous	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	-	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	-	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	MBNT15	unculturedproteobacterium	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	-	3	2	1	66.6666666666667	33.3333333333333	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	-	4	4	0	100	0	0.125	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	-	17	9	8	52.9411764705882	47.0588235294118	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	-	2	2	0	100	0	0.5	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	-	9	3	6	33.3333333333333	66.6666666666667	0.5078125	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	-	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	unidentified	-	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	-	6	0	6	0	100	0.03125	Decrease
phosphorous	Proteobacteria	Deltaproteobacteria	RCP2-54	unculturedbacterium	-	5	1	4	20	80	0.375	-
phosphorous	Proteobacteria	Deltaproteobacteria	RCP2-54	unidentified	-	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	MBNT15	unculturedproteobacterium	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	3	2	1	66.6666666666667	33.3333333333333	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unculturedbacterium	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	Ambiguous_taxa	3	3	0	100	0	0.25	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	17	9	8	52.9411764705882	47.0588235294118	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	unculturedSorangiineaebacterium	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	7	3	4	42.8571428571429	57.1428571428571	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	unidentified	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	Ambiguous_taxa	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	unculturedbacterium	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Myxococcales	unidentified	unidentified	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	metagenome	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	unidentified	5	0	5	0	100	0.0625	-
phosphorous	Proteobacteria	Deltaproteobacteria	RCP2-54	unculturedbacterium	unidentified	5	1	4	20	80	0.375	-
phosphorous	Proteobacteria	Deltaproteobacteria	RCP2-54	unidentified	unidentified	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Gammaproteobacteria	-	-	-	71	38	33	53.5211267605634	46.4788732394366	0.635307642087667	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	-	-	41	24	17	58.5365853658537	41.4634146341463	0.348888879449079	-
phosphorous	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	-	-	12	4	8	33.3333333333333	66.6666666666667	0.3876953125	-
phosphorous	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	-	-	7	5	2	71.4285714285714	28.5714285714286	0.453125	-
phosphorous	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	-	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Legionellales	-	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Pseudomonadales	-	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Salinisphaerales	-	-	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Gammaproteobacteria	Steroidobacterales	-	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	unidentified	-	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	WD260	-	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Xanthomonadales	-	-	3	2	1	66.6666666666667	33.3333333333333	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b	-	5	1	4	20	80	0.375	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	-	16	11	5	68.75	31.25	0.210113525390625	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	-	10	4	6	40	60	0.75390625	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	-	2	2	0	100	0	0.5	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	-	4	3	1	75	25	0.625	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	-	3	2	1	66.6666666666667	33.3333333333333	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	unidentified	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	-	12	4	8	33.3333333333333	66.6666666666667	0.3876953125	-
phosphorous	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	UnknownFamily	-	7	5	2	71.4285714285714	28.5714285714286	0.453125	-
phosphorous	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	unidentified	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	-	2	0	2	0	100	0.5	-
phosphorous	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	unidentified	unidentified	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	WD260	unculturedbacterium	-	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	-	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Xanthomonadales	unidentified	-	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b	unculturedbacterium	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b	unidentified	3	0	3	0	100	0.25	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	5	2	3	40	60	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Duganella	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Herminiimonas	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	2	2	0	100	0	0.5	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	unidentified	5	4	1	80	20	0.375	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Variovorax	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	3	1	2	33.3333333333333	66.6666666666667	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	4	1	3	25	75	0.625	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosospira	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Uliginosibacterium	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	Ambiguous_taxa	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	Ambiguous_taxa	2	1	1	50	50	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	unidentified	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	6	1	5	16.6666666666667	83.3333333333333	0.21875	-
phosphorous	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	6	3	3	50	50	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	UnknownFamily	Acidibacter	6	4	2	66.6666666666667	33.3333333333333	0.6875	-
phosphorous	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	UnknownFamily	CandidatusBerkiella	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	JG36-TzT-191	unidentified	unidentified	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	unidentified	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	unidentified	unidentified	unidentified	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	WD260	unculturedbacterium	unidentified	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	1	0	1	0	100	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	1	1	0	100	0	1	-
phosphorous	Proteobacteria	Gammaproteobacteria	Xanthomonadales	unidentified	unidentified	1	1	0	100	0	1	-
phosphorous	Acidobacteria	Acidobacteriia	-	-	-	161	83	78	51.5527950310559	48.4472049689441	0.752688957154265	-
phosphorous	Acidobacteria	Acidobacteriia	Acidobacteriales	-	-	77	42	35	54.5454545454545	45.4545454545455	0.494382273695501	-
phosphorous	Acidobacteria	Acidobacteriia	Solibacterales	-	-	63	30	33	47.6190476190476	52.3809523809524	0.801306492504069	-
phosphorous	Acidobacteria	Acidobacteriia	Subgroup13	-	-	1	0	1	0	100	1	-
